id	category	text	image	option_1	option_2	option_3	option_4	option_5	answer	explanation	term_ids
108	法令	製造所の壁、柱、床、はり、階段を「不燃材料」で作らなければならないのは、どのような場合か。	-	全ての製造所	指定数量の倍数が10以上の製造所	指定数量の倍数が50以上の製造所	延焼のおそれのある外壁がある場合	地下にある場合	1	製造所の建築物は、原則として壁、柱、床、はり、階段を不燃材料で造らなければなりません。（延焼のおそれのある外壁は耐火構造）（政令 第9条）	"K169, K081, K014"
109	法令	法令上、危険物を収納する容器の外部に行う表示事項として、「最大容積」が表示義務となる容器の種類はどれか。	-	すべての容器	金属製ドラム	機械により荷役する構造を有する容器	ガラス製容器	プラスチック製容器	3	フレキシブルコンテナなど、「機械により荷役する構造を有する容器」には、製造年月や最大総重量などの詳細な表示が義務付けられています。（規則 第44条）	"K186, K167, K105"
110	法令	法令上、保安検査の時期（周期）として、原則的な期間はどれか。	-	1年に1回	3年に1回	危険物施設保安員が決める	設置完成後または直近の検査後、規定の時期ごと（約8年〜）	毎月	4	特定屋外タンク貯蔵所等の保安検査は、原則として完成検査等から8年（条件により延長あり）ごとの時期に受ける必要があります。（政令 第8条の4）	"K024, K100"
111	法令	法令上、移動タンク貯蔵所の「接地導線（アース）」の設置が義務付けられていない危険物はどれか。	-	ガソリン	ベンゼン	灯油	軽油	第4類以外の非水溶性危険物	5	静電気による災害発生のおそれのある液体危険物（ガソリン、灯油、軽油、ベンゼン等）の移動タンクには接地導線が必要です。（規則 第24条の4）	"K132, K090, K200"
112	法令	法令上、第4類危険物を取り扱う製造所において、蒸気を外部に排出する設備が必要なのは、どのような蒸気の場合か。	-	有毒な蒸気	可燃性の蒸気	腐食性の蒸気	高温の蒸気	すべての蒸気	2	「可燃性の蒸気」が滞留するおそれのある場所には、それを屋外へ排出する設備が必要です。（政令 第9条）	"K088, K050"
113	法令	製造所等の設置者が、氏名や住所を変更したときに行うべき手続きはどれか。	-	変更許可申請	変更届出	書換え申請	新規許可申請	手続き不要	2	氏名、住所等の変更は、許可事項の変更（位置・構造・設備）ではないため、「変更届出」が必要です。（法 第11条の4）	"K057, K106"
114	法令	法令上、危険物取扱者免状の再交付を受けた後、亡失した免状を発見した場合、何日以内に提出しなければならないか。	-	3日以内	5日以内	7日以内	10日以内	14日以内	4	旧免状を発見した場合は、「10日以内」に再交付を受けた知事に提出しなければなりません。（令 第35条）	"K043, K181, K033"
115	法令	給油取扱所において、固定給油設備のホース機器の周囲に確保すべき「給油空地」は、どのような状態でなければならないか。	-	常に整理整頓されていること	物品を置かず、自動車の出入りを妨げないこと	ロープで囲うこと	屋根を設けないこと	消火器を置くこと	2	給油空地は、給油を受ける自動車が出入りするための空地であり、避難や消防活動の支障となる物品を置いてはなりません。（規則 第27条等）	"K155, K156, K023"
116	法令	地下タンク貯蔵所において、地下貯蔵タンクの頂部は地盤面からどれくらいの深さに設置しなければならないか。	-	0.1m以上	0.3m以上	0.5m以上	0.6m以上	制限なし	4	地下貯蔵タンクの頂部は、地盤面から0.6m（60cm）以上下にその頂部があるように埋設しなければなりません。（政令 第13条）	"K053, K054"
117	法令	地下タンク貯蔵所において、タンク室の壁とタンクとの間隔は最低何m以上保つ必要があるか。	-	0.1m以上	0.3m以上	0.5m以上	1.0m以上	制限なし	1	タンク室に設置する場合、タンクとタンク室の壁との間、およびタンク同士の間には0.1m以上の間隔を保ち、その周囲に乾燥砂をつめる必要があります。（政令 第13条）	"K053, K010, K016"
118	法令	簡易タンク貯蔵所に設置できる簡易貯蔵タンクの数は、最大で何個までか。	-	1個	2個	3個	5個	制限なし	3	簡易タンク貯蔵所には、簡易貯蔵タンクを3個まで設置できます。ただし、同一品質の危険物のタンクは1個に限られます。（政令 第14条）	"K152, K172"
119	法令	簡易タンク貯蔵所の1つのタンクの容量の上限はいくらか。	-	200L	400L	500L	600L	制限なし	4	簡易貯蔵タンクの容量は、600リットル以下と定められています。（政令 第14条）	"K152, K011"
120	法令	法令上、危険物取扱者試験の受験資格として正しいものはどれか。	-	年齢18歳以上の者	高校を卒業した者	実務経験が6ヶ月以上ある者	誰でも受験できる	制限なし	4	危険物取扱者試験には、年齢、学歴、経験などの受験資格制限はありません（甲種を除く）。誰でも受験可能です。（消防法 第13条の3）	"K044, K049"
121	法令	製造所等において、危険物保安統括管理者を解任した際、市町村長等に届け出る期限はいつか。	-	あらかじめ	解任した日から7日以内	解任した日から10日以内	遅滞なく	特になし	4	危険物保安統括管理者および危険物保安監督者の選任・解任は、いずれも「遅滞なく」届け出なければなりません。（消防法 第12条の7）	"K042, K072, K183"
122	法令	危険物を運搬する際、混載（同じ車両に積載）が禁止されている類の組合せはどれか。	-	第1類と第6類	第2類と第4類	第2類と第5類	第3類と第4類	特になし	4	第3類（自然発火性・禁水性）と第4類（引火性液体）の混載は禁止されています。混載可能な組合せ（1-6, 2-4-5, 3-4は不可）を覚える必要があります。（規則 第46条）	"K184, K118"
123	法令	指定数量以上の危険物を車両で運搬する際、設置が義務付けられている消火設備の基準として正しいものは。	-	第5種消火設備を1個以上	自動車用消火器を1個以上（所定の能力単位）	大型消火器を1個以上	消火設備は不要	制限なし	2	指定数量以上の危険物を運搬する車両には、その危険物に適応する自動車用消火器を設置しなければなりません。（規則 第45条）	"K184, K117, K165"
124	法令	製造所等に設置する警報設備として、認められていないものはどれか。	-	自動火災報知設備	消防機関へ通報する電話	非常ベル装置	携帯電話（個人所有）	特になし	4	警報設備として認められるのは、自動火災報知設備、消防機関へ通報する電話、非常ベル装置、拡声装置、警鐘の5種類です。（規則 第37条）	"K177, K135"
125	法令	移動タンク貯蔵所の底弁（緊急遮断装置）が作動しなければならない要件等はどれか。	-	震度5以上の地震を感知したとき	手動レバー操作又はヒューズ可溶（熱）により自動閉鎖するとき	タンクが傾斜したとき	エンジンが停止したとき	特になし	2	底弁は、手動閉鎖装置のレバー操作、または火災等の熱で容易に溶けるヒューズ等の作動により自動的に閉鎖する構造でなければなりません。（規則 第24条の4）	"K132, K080, K160"
126	法令	給油取扱所の窓や出入口にガラスを用いる場合、使用しなければならないガラスの種類は。	-	強化ガラス	合わせガラス	網入りガラス	耐熱ガラス	特になし	3	防火設備として、延焼のおそれのある外壁の開口部には「網入りガラス」の使用が義務付けられています。（政令 第17条）	"K155, K137, K158"
127	法令	法令上、危険物の「品名」として政令で定められていない（指定数量の表に名前がない）ものはどれか。	-	ガソリン	軽油	灯油	ナフサ	特になし	4	「ガソリン」「灯油」「軽油」は品名として記載されていますが、「ナフサ」は記載されていません（第1石油類に分類されますが品名としては扱われません）。（政令 別表第三）	"K040, K084"
128	法令	第4類危険物のうち、水溶性の第2石油類の指定数量はいくらか。	-	1000L	2000L	4000L	6000L	制限なし	2	第2石油類の非水溶性は1000L、水溶性は2000Lです。（政令 別表第三）	"K084, K143"
129	法令	製造所等の定期点検を行うことができる者の組合せとして、正しいものは。	-	危険物保安監督者・危険物施設保安員・危険物取扱者	危険物保安統括管理者・危険物取扱者	危険物施設保安員	甲種危険物取扱者・乙種危険物取扱者のみ	特になし	1	定期点検は、危険物取扱者（甲・乙）、危険物施設保安員、または危険物取扱者の立ち会いを受けた者が行うことができます。（規則 第62条の6）	"K066, K123"
130	法令	給油取扱所において、給油中エンジン停止の掲示板の文字の色は。	-	白	赤	黄	黒	特になし	4	「給油中エンジン停止」の掲示板は、地が黄赤色、文字が黒色です。（規則 第18条）	"K093, K155"
131	法令	市町村長等が、火災予防上必要があると認めるとき、製造所等の所有者等に対して行うことができる措置は。	-	許可の取消し	資料提出命令・立入検査	使用停止命令	免状返納命令	特になし	2	市町村長等は、火災予防のため必要があるときは、資料の提出を命じ、又は消防吏員に立入検査をさせることができます。（消防法 第16条の5）	"K180, K139"
132	法令	移動タンク貯蔵所のタンク本体の鋼板の厚さは、原則として何mm以上か。	-	1.6mm以上	2.3mm以上	3.2mm以上	4.5mm以上	制限なし	3	移動貯蔵タンクの鋼板の厚さは、3.2mm以上でなければなりません。（政令 第15条）	"K132, K194, K003"
133	法令	アルコール類の定義における炭素原子の数は。	-	1個から3個まで	1個から4個まで	2個から5個まで	制限なし	制限なし	1	アルコール類は、1分子を構成する炭素原子の数が1個から3個までの飽和一価アルコール（変性アルコール含む）を指します。（政令 別表第一 備考）	"K005, K067"
134	法令	法令上、免状の再交付を申請できる事由として認められていないものは。	-	亡失したとき	滅失したとき	汚損したとき	破損したとき	写真が古くなったとき	5	写真の書き換え（10年ごと）は「書換え申請」であり、「再交付申請」の事由（亡失・滅失・汚損・破損）ではありません。（政令 第35条）	"K043, K034, K097"
135	法令	製造所等において、危険物取扱者が立ち会う場合、無資格者が取り扱うことができる危険物の種類は。	-	第4類のみ	指定数量未満のみ	甲種または乙種取扱者が免状を持つ類のみ	すべての種類の危険物	特になし	3	甲種取扱者が立ち会う場合は全類、乙種取扱者が立ち会う場合はその乙種免状で扱える類の危険物について、無資格者が取り扱うことができます。（消防法 第13条）	"K138, K126"
136	法令	特定屋外タンク貯蔵所において、地盤や基礎の変更工事を行う際に必要な検査は。	-	完成検査前検査	保安検査	定期点検	予備検査	特になし	1	特定屋外タンク貯蔵所の基礎・地盤の変更工事は、特定事項として「完成検査前検査」を受けなければなりません。（消防法 第11条の2）	"K129, K064"
137	法令	屋内貯蔵所において、容器を積み重ねる場合の高さ制限は、原則として何m以下か。	-	3m以下	4m以下	5m以下	6m以下	制限なし	1	容器を積み重ねる高さは、原則3m以下です（第4類のうち第3・第4石油類等は4m以下）。機械荷役等の特例を除き3mが基本です。（規則 第43条の4）	"K075, K136, K004"
138	法令	法令上、給油取扱所に設けることができる「固定注油設備（灯油・軽油用）」のホース機器の周囲に確保すべき空地の名称は。	-	給油空地	注油空地	保有空地	作業空地	特になし	2	灯油・軽油を容器やタンクへ注入するための設備の周囲には「注油空地」を確保する必要があります。（規則 第25条）	"K155, K116"
139	法令	法令上、製造所の外壁から「高圧ガス施設」に対して保たなければならない保安距離は。	-	10m以上	20m以上	30m以上	50m以上	制限なし	2	高圧ガス・液化石油ガス等の施設からは「20m以上」の保安距離が必要です。（規則 第12条）	"K026, K201"
140	法令	法令上、危険物の運搬において「指定数量の1/10以下」の場合に免除される基準は。	-	容器の基準	積載方法の基準	混載禁止の規定	消火器の設置義務	特になし	3	指定数量の10分の1以下の危険物を運搬する場合、混載禁止の規定は適用されません。（規則 第46条）	"K185, K085, K032"
141	法令	給油取扱所において、専用タンクの注入口付近に表示しなければならない事項は。	-	タンクの製造年月日	タンクの容量	油種	前回の点検日	タンクの材質	3	誤給油を防ぐため、注入口付近には取り扱う危険物の「油種（品名）」を表示し、さらに色分け（ハイオク黄、レギュラー赤、軽油緑、灯油青）等を行う必要があります。（規則 第25条の2）	"K155, K114, K111"
142	法令	危険物取扱者免状の写真の書換えは、交付日から何年以内に行わなければならないか。	-	3年以内	5年以内	10年以内	15年以内	20年以内	3	免状の写真は、10年以内に撮影されたものでなければならないため、10年ごとの書換えが必要です。（規則 第51条）	"K043, K035"
143	法令	移動タンク貯蔵所の「防波板」の設置基準として、正しい板厚は。	-	1.0mm以上	1.6mm以上	2.3mm以上	3.2mm以上	4.0mm以上	2	防波板は、厚さ1.6mm以上の鋼板で造らなければなりません。（規則 第24条）	"K132, K198"
144	法令	法令上、第一種販売取扱所（店舗）を設置できる建築物の階は。	-	1階のみ	2階以下	地階を除く全階	平屋のみ	3階以下	1	第一種販売取扱所は、建築物の「1階」に設置しなければなりません。（規則 第18条）	"K179, K174"
145	法令	製造所等の設置許可申請において、既に工事が完了している場合の申請は。	-	事後許可として認められる	認められない（無許可設置となる）	罰金を払えば認められる	始末書を添付すればよい	仮使用承認があれば認められる	2	許可は「工事着工前」に受けなければならず、工事完了後の事後申請は認められません（無許可設置違反となります）。（消防法 第11条）	"K176, K125"
146	法令	法令上、完成検査前検査を受けなければならない「特定事項」に該当するものはどれか。	-	配管の耐圧試験	タンクの水張試験	電気設備の絶縁抵抗試験	泡消火設備の放射試験	警報設備の作動試験	2	液体危険物タンクの設置や変更工事においては、完成検査の前に「水張試験」又は「水圧試験」を受けなければなりません。（政令 第8条の2）	"K064, K128, K107"
147	法令	自衛消防組織を置かなければならない大規模な事業所の基準として、第4類危険物の最大数量が指定数量の何倍以上とされているか。	-	1000倍以上	2000倍以上	3000倍以上	12万倍以上	20万倍以上	3	第4類危険物を取り扱う事業所（移送取扱所を除く）で、最大数量が指定数量の3000倍以上の場合、自衛消防組織の設置義務があります。なお、12万倍以上になると化学消防車等の台数が増加します。（政令 第38条）	"K166, K086"
148	法令	危険物の運搬容器の外部に行う表示について、「水溶性」の表示が必要なのはどの危険物か。	-	第1類の水溶性危険物	第2類の水溶性危険物	第3類の水溶性危険物	第4類の水溶性危険物	すべての水溶性危険物	4	第4類危険物のうち、水溶性の性状を有するものには「水溶性」と表示しなければなりません。（規則 第44条）	"K186, K167, K108"
149	法令	屋内貯蔵所において、同一品名の危険物のみを貯蔵する場合、容器を積み重ねることができる高さの上限は原則としていくつか。	-	3メートル	4メートル	5メートル	6メートル	制限なし	1	機械荷役を行わない場合、容器の積み重ね高さは原則「3メートル」以下です。（第4類のうち第3・第4石油類等は4メートル）（規則 第43条の4）	"K075, K136, K004"
150	法令	法令上、危険物の「移送」とは何を指すか。	-	トラックによる運搬	船舶による運搬	航空機による運搬	配管（パイプライン）による輸送	構内での小分け作業	4	消防法において「移送」とは、パイプライン（配管及びポンプ等）によって危険物を送ることを指し、これを行う施設を「移送取扱所」といいます。（政令 第3条）	"K134, K067"
151	法令	危険物保安統括管理者を選任した際、遅滞なくその旨を届け出なければならない相手先は。	-	総務大臣	都道府県知事	市町村長等	消防長又は消防署長	警察署長	3	危険物保安統括管理者、危険物保安監督者の選任・解任の届出先は「市町村長等」です。（法 第12条の7）	"K042, K071"
152	法令	給油取扱所において、専用タンクに危険物を注入する際、同時に行うことが禁止されている行為は。	-	洗車作業	事務所での休憩	他の自動車への給油	在庫量の確認	清掃作業	3	移動タンク貯蔵所から専用タンクへ危険物を注入している間は、固定給油設備を使用した給油作業を行ってはなりません（同時作業の禁止）。（規則 第40条の3の3の2等による保安措置）	"K155, K113, K131"
153	法令	セルフスタンドにおいて、顧客用固定給油設備のホース機器が転倒した際、講じられているべき措置は。	-	警報が鳴る	自動的に泡消火剤が放出される	危険物の供給が緊急停止する	自動的に警察に通報される	シャッターが閉まる	3	セルフスタンドの給油設備には、ホース機器が転倒した場合などに、危険物の供給を自動的に停止する構造や装置が必要です。（規則 第25条の2）	"K008, K159, K061"
154	法令	第1種販売取扱所において、危険物を配合する室を設ける場合の基準として正しいものは。	-	床面積は10㎡以上15㎡以下	壁・床・天井を耐火構造とする	出入口に特定防火設備を設ける	窓を設けてはならない	地下に設置する	2	配合室を設ける場合は、床面積6㎡以上10㎡以下とし、壁・床・天井を耐火構造（または不燃材料）とし、かつ適当な傾斜とためますを設ける等の基準があります。（規則 第18条）	"K179, K193, K101"
155	法令	製造所等の位置・構造・設備を無許可で変更した者に対する罰則として、正しいものは。	-	懲役または罰金	拘留または科料	過料のみ	免状の返納命令のみ	厳重注意のみ	1	無許可変更などの重大な違反には、懲役又は罰金刑が科される場合があります。（法 第42条等）	"K161, K125"
156	法令	給油取扱所の「注油空地」とは、何をするための場所か。	-	自動車へガソリンを給油する場所	タンクローリーから専用タンクへ注入する場所	灯油若しくは軽油を容器に詰め替える場所	洗車をする場所	駐車するための場所	3	注油空地は、固定注油設備を用いて、灯油や軽油を容器に詰め替えたり、車両等のタンクへ注入したりするための空地です。（政令 第17条）	"K155, K116"
157	法令	危険物取扱者免状を汚損したため再交付申請をする際、提出しなければならないものは。	-	住民票	戸籍抄本	写真1枚	汚損した免状	始末書	4	汚損又は破損による再交付申請の場合は、その汚損した免状を申請書に添えて提出（返納）しなければなりません。（令 第35条）	"K043, K034, K109"
158	法令	簡易タンク貯蔵所を屋内に設置する場合、専用室の窓に設けるべき設備は。	-	網入りガラス	防火設備（防火戸等）	シャッター	鉄格子	カーテン	2	専用室の窓及び出入口には、防火設備を設けなければなりません。（延焼のおそれのある部分には特定防火設備）（政令 第14条）	"K152, K137, K199"
159	法令	製造所の換気設備の基準として、換気口はどこに設けるべきか。	-	屋根の上	壁の高所	壁の低所	床下	どこでもよい	1	換気設備は、自然排気作用を利用するもので、給気口を低い位置に、排気口（換気口）を「高い位置（屋根等）」に設けます。（規則 第16条）	"K094, K087"
160	法令	定期点検記録の保存期間は原則3年だが、屋外タンク貯蔵所の「内部点検」の記録の保存期間は。	-	5年	10年	15年	26年（または30年）	永久	4	屋外タンクの内部点検記録は、次回点検までの期間が長いため、原則「26年間」（条件により30年間）保存する必要があります。（規則 第62条の8）	"K066, K171"
161	法令	危険物を運搬する際、指定数量の何倍以上で「標識（危）」の掲示と「消火器」の設置義務が生じるか。	-	0.2倍	0.5倍	1倍（指定数量以上）	5倍	10倍	3	指定数量以上の危険物を車両で運搬する場合に、標識と消火器の設置義務が生じます。（消防法 第16条）	"K185, K084, K102"
162	法令	給油取扱所において、給油空地の床面に適当な傾斜をつけ、その周囲に排水溝及び（　　）を設けること。（　）に入る語句は。	-	ためます	油分離装置	地下タンク	集油管	浄化槽	2	漏れた危険物が下水道などに直接流出しないよう、「油分離装置」を設ける必要があります。（政令 第17条）	"K155, K110"
163	法令	第4類危険物のうち、第1石油類（水溶性）に該当する物品は。	-	ガソリン	ベンゼン	トルエン	アセトン	灯油	4	アセトン、ピリジンなどは水溶性の第1石油類です。（政令 別表第三）	"K140, K108"
164	法令	移動タンク貯蔵所の定期点検において、点検すべき項目に含まれないものは。	-	タンク本体の漏洩の有無	安全装置の機能	消火器の設置状況	走行距離の確認	底弁の作動状況	4	定期点検は、当該施設の構造及び設備が技術上の基準に適合しているかを確認するものであり、走行距離の確認は点検項目に含まれません。（規則 別記様式等）	"K066, K124"
165	法令	製造所等の許可の取消し事由に含まれないものは。	-	位置・構造・設備を無許可で変更したとき	完成検査済証の交付前に使用したとき	措置命令に違反したとき	定期点検を実施しなかったとき	保安監督者を選任していなかったとき	4	定期点検の未実施や保安監督者の未選任は、使用停止命令の事由にはなりますが、直ちに「許可の取消し」事由とはされていません。（法 第11条の5等）	"K175, K021"
166	法令	危険物取扱者が保安講習を受けるべき時期について、新たに業務に従事した日から原則何年以内か。	-	1年以内	2年以内	3年以内	6ヶ月以内	直ちに	1	新たに業務に従事する者は、従事した日から1年以内に受講しなければなりません。（過去2年以内に免状交付又は受講している場合を除く）（規則 第58条の14）	"K025, K048"
167	法令	製造所等に設置する「第2種消火設備」とは。	-	屋内消火栓設備	スプリンクラー設備	水蒸気消火設備	大型消火器	小型消火器	2	第2種消火設備は「スプリンクラー設備」です。（政令 第20条）	"K117, K144, K007"
168	法令	法令上、危険物の品名として「動植物油類」に分類されるものは。	-	ガソリン	アマニ油	重油	クレオソート油	二硫化炭素	2	アマニ油、ヤシ油などは動植物油類です。クレオソート油は第3石油類です。（政令 別表第三）	"K038, K039"
169	法令	危険物施設保安員を選任しなければならない「一般取扱所」の規模は。	-	指定数量의 倍数が10以上	指定数量の倍数が100以上	指定数量の倍数が1000以上	指定数量の倍数が3000以上	すべての一般取扱所	2	指定数量の倍数が100以上の一般取扱所（等）には、危険物施設保安員の選任が必要です。（政令 第36条）	"K045, K013, K028"
170	法令	給油取扱所の窓や出入口にガラスを用いる場合、網入りガラスとしなければならない理由は。	-	盗難防止のため	遮熱のため	延焼防止（防火設備）のため	防音のため	装飾のため	3	網入りガラスは、火災時にガラスが飛散して火炎が侵入するのを防ぐ「防火設備」としての機能があります。（政令 第17条）	"K155, K158, K199"
171	法令	法令上、製造所等において「火気厳禁」と表示すべき危険物は。	-	第1類（酸化性固体）	第2類（可燃性固体・引火性固体）	第4類（引火性液体）	第6類（酸化性液体）	第2類の引火性固体と第4類と第5類	5	「火気厳禁」の表示が必要なのは、第2類（引火性固体）、第3類（自然発火性物質）、第4類、第5類です。（規則 第18条）	"K092, K121"
172	法令	危険物取扱者免状の再交付申請ができるのは、どのような場合か。	-	写真が古くなったとき	本籍が変わったとき	氏名が変わったとき	免状を汚損・破損・紛失したとき	住所が変わったとき	4	再交付申請ができるのは、免状の亡失、滅失、汚損、破損の場合です。記載事項変更（本籍・氏名・写真）は「書換え」申請です。（令 第35条）	"K043, K034, K097"
173	法令	セルフスタンドにおいて、顧客が自ら給油することを監視・制御する場所を何というか。	-	事務室	休憩室	制御卓（サービスルーム）	ポンプ室	作業場	3	セルフスタンドには、給油状況を監視し、給油許可を出すための「制御卓」を設ける必要があります。（規則 第28条の2の5）	"K008, K036"
174	法令	第4類危険物の運搬容器の材質として、認められていないものは。	-	鋼板	アルミニウム	ガラス	プラスチック	紙（加工なし）	5	運搬容器は堅固で破損しにくいものである必要があり、加工されていない紙袋等は液体の運搬には適しません。（規則 第42条）	"K186, K099"
175	法令	製造所等の所有者が変わった（譲渡された）際、誰が届け出るべきか。	-	譲り渡した者（旧所有者）	譲り受けた者（新所有者）	両者の連名	保安監督者	仲介した不動産業者	2	譲渡引渡の届出は、法文上「承継した者」が届け出るとされています。つまり「譲り受けた者（新所有者）」等が該当します。（法 第11条第6項）	"K178, K070, K183"
176	法令	指定数量以上の危険物を、製造所等以外の場所で一時的に貯蔵または取り扱う「仮貯蔵・仮取扱い」の承認期間は最大何日か。	-	3日以内	7日以内	10日以内	14日以内	30日以内	3	指定数量以上の危険物を一時的に貯蔵・取り扱う「仮貯蔵・仮取扱い」は、消防長等の承認を得れば10日以内に限り認められます。	K203
177	法令	製造所等の使用を止めた（廃止した）際、所有者等が行うべき手続きとして、正しいものはどれか。	-	10日前に許可を受ける	遅滞なく届け出る	30日以内に届け出る	廃止する前に認可を受ける	手続きは不要	2	製造所等を廃止したときは、所有者等は「遅滞なく」市町村長等に届け出なければなりません。	K204
178	法令	特殊引火物である二硫化炭素の貯蔵方法として、法令上定められている方法はどれか。	-	防油堤の中に隔離する	砂の中に埋設する	水中に沈めて貯蔵する	冷蔵設備で冷却する	遮光性の容器で密閉する	3	二硫化炭素は、可燃性蒸気の発生を抑えるため、水槽に入れ水中に沈めて貯蔵する基準があります。	K205
179	法令	法令上、製造所等の「保安距離」を短縮できる条件として、最も適切なものはどれか。	-	自衛消防組織を置く	不燃材料で造った塀を設ける	大型消火器を増設する	周囲に空地を確保する	警報設備を設置する	2	防火上有効な塀（不燃材料など）を設置することで、建物等との保安距離を一定範囲で短縮できる特例があります。	K206
180	法令	完成検査済証を紛失し、再交付を受けた後に旧証を発見した場合、何日以内に返納しなければならないか。	-	直ちに	7日以内	10日以内	14日以内	30日以内	3	免状の再交付と同様、亡失した完成検査済証を発見した場合は、10日以内に返納（提出）する必要があります。	K207
